#,Movie Name,Year of Release,Watch Time,Movie Rating,Description(synopsis),genre,showmax_url
1165,Meisiekind,2024,50m,,"A film about deep conversations and laugh-until-you-cry friendships - the only kind there should be, right? Louise and Megan form an adventure-filled friendship, only for Louise to discover it's all built on lies.",Comedy,https://www.showmax.com/za/stream/movies/meisiekind/0850faa4-5feb-3440-be6d-670e921d6056
1166,Meisies Wat Fluit,2020,1h 42m,6.4,"Just as Henk and Sofia's divorce is settled, they end up back in bed together. They couldn't make their marriage work, but maybe a new type of relationship could?",Drama,https://www.showmax.com/za/stream/movies/meisies-wat-fluit/9c7bffd3-1d04-3907-86bc-3f7fbef110ac
1167,Melk En Vleis,2023,1h 30m,7.0,An independent businesswoman falls in love with a charming farmer and invests all her capital in his family's struggling farm and leaves her life behind in the city.,Drama,https://www.showmax.com/za/stream/movies/melk-en-vleis/67be3992-f363-3864-a91a-1e65a2bfa71e
1168,Memoirs Of An Actress,2021,1h 32m,6.2,"Thelma has all the money in the world, a beautiful apartment fit for queens and a loving and caring man, but one thing eludes her, her dream of becoming an actress.",Drama,https://www.showmax.com/za/stream/movies/memoirs-of-an-actress/dd2a3858-603d-3e61-90e1-4cee952d9d71
1169,Men Cry Too,2023,1h 56m,,"Linda is every man's dream as she is respectful to her husband and everyone can see, and their love is admired by all. How can it be that her husband is unhappy when the doors are closed.",Drama,https://www.showmax.com/za/stream/movies/men-cry-too/c19c633d-bab4-328a-8276-5edb6aa3f658
1170,Men In Black,1997,1h 34m,7.3,An action-packed sci-fi comedy that has become a modern-day classic. Special agent J (Will Smith) discovers that a secret agency is monitoring all extraterrestrial activity on earth.,Sci-Fi,https://www.showmax.com/za/stream/movies/men-in-black/9b535c95-a4fe-3070-9454-ae7a5598291c
1171,Men In Black 3,2012,1h 41m,7.3,Will Smith and Tommy Lee Jones team up once again in this movie. Agent J travels back in time to stop an alien from killing Agent K and changing history. 2012,Sci-Fi,https://www.showmax.com/za/stream/movies/men-in-black-3/dfd7b0bf-e98f-3389-ba87-19161fa12819
1172,Men In Black II,2002,1h 24m,6.2,"Will Smith and Tommy Lee Jones return for another sci-fi adventure. After an old foe of Agent K resurfaces, Agent J is sent to find him and restore his memory to help with the case.",Sci-Fi,https://www.showmax.com/za/stream/movies/men-in-black-ii/d8e5f2d8-0a85-3667-9732-80b5d6a89e07
1173,Men In Black: International,2019,1h 50m,5.6,Chris Hemsworth and Tessa Thompson join the MIB fold in this action-packed addition to the franchise. The two agents battle their biggest foe yet: a mole in the MIB organization. 2019,Action,https://www.showmax.com/za/stream/movies/men-in-black-international/6d9be75a-0061-381d-af34-27228ebb2f69
1174,Mended Heart,2021,1h 49m,,"Lincoln has everything going well for him until he is involved in an accident that confines him to a wheelchair, when Diane shows up, a glimpse of hope, but for how long?",Drama,https://www.showmax.com/za/stream/movies/mended-heart/968d662d-fe1f-3f46-974e-85b19fe462e9
1175,Mending Cracks,2023,1h 52m,,"Leaving her kids at a very young age to marry another man. Returning years later, to seek their forgiveness seeing them thriving.",Drama,https://www.showmax.com/za/stream/movies/mending-cracks/6d90593d-4ea0-3d75-a1cd-0ff313a76ffc
1176,Merchandiser,2022,1h 46m,,"After losing the ability to pay family debt and save his home, a young graduate is forced to develop a tough mentality and raise enough funds to retain his home.",Drama,https://www.showmax.com/za/stream/movies/merchandiser/d92a59e0-931f-3a33-86da-6bc26c7bf4f8
1177,Merciless Mercy,2022,2h 50m,,A lady's mercilessness started when she is heart broken and her younger sister gets married to someone she loves.,Drama,https://www.showmax.com/za/stream/movies/merciless-mercy/98dfe9fb-2da9-3e1a-8a17-e5ce50ac3534
1178,Mercy Line,2022,1h 33m,,"A young, troubled lady discovers that the woman who is responsible for her entire life's woes, has returned to the city after 13years and moves for revenge.",Thriller,https://www.showmax.com/za/stream/movies/mercy-line/2ddfdd59-7075-30ac-b874-01782f45d5a9
1179,"Merry X-Mess, A",2023,1h 34m,,"The Nyati's come home for Christmas, ready to relax and reconnect, only to find their mother has signed them all up for a Choir Competition; and she is not taking no for an answer.",Family,https://www.showmax.com/za/stream/movies/merry-x-mess-a/30606f12-93d7-3446-8a5f-b85c71622345
1180,Messiah,2022,1h 39m,7.6,A young lady with big dreams sees an opportunity which she and her middle aged mother grabs with both hands without caution. Do they get to their dream land?,Drama,https://www.showmax.com/za/stream/movies/messiah/a289df4d-1616-3960-8905-3e5a64b672f2
1181,Mgbehi Goes To School,2023,2h 59m,,"Teacher Zach falls in love with Mgbechi the local girl, this makes other teachers who are in love with Zach charm her and makes her mad, but love is the greatest of them all.",Drama,https://www.showmax.com/za/stream/movies/mgbehi-goes-to-school/8fb42756-de50-331b-b3b4-ee0a9dcb3250
1182,Mia And Me: The Hero Of Centopia,2022,1h 21m,6.0,A thrilling fantasy animation. Mia discovers her magic stone is part of an ancient prophecy and embarks on a journey to the islands of Centopia to face a great evil. 2022,Adventure,https://www.showmax.com/za/stream/movies/mia-and-me-the-hero-of-centopia/abf6eb6c-8dfa-3ae1-b943-e36730566423
1183,Miami Vice,2006,2h 6m,7.6,"Director Michael Mann (Heat) teams up with Golden Globe winner Colin Farrell and Oscar winner Jamie Foxx, to reboot the 80s classic crime show about Miami's top vice detectives.",Action,https://www.showmax.com/za/stream/movies/miami-vice/b1abd04a-c6a1-30eb-bcbd-dab42e394f2d
1184,Midnight In The Switchgrass,2021,1h 37m,4.6,Bruce Willis and Megan Fox face a deadly criminal in this action thriller. An FBI agent and Florida State officer team up to investigate a string of unsolved murder cases.,Action,https://www.showmax.com/za/stream/movies/midnight-in-the-switchgrass/6481ab6d-9bb4-3b12-a02b-b061102324ec
1185,Midnight Love,2023,1h 20m,8.2,"Leo falls for Ivory, his personal assistant, risking his company to pursue love.",Drama,https://www.showmax.com/za/stream/movies/midnight-love/d12d06b4-0604-31d9-b9ea-54ee0b6f6204
1186,Midsommar,2019,2h 43m,7.1,"Florence Pugh's performance fuels this horror film. A young couple travels to a remote Swedish village and attends a midsummer festival, which turns out to be sinister.",Drama,https://www.showmax.com/za/stream/movies/midsommar/f5b7599f-29b6-3d00-ad3b-8e4cfd829b4e
1187,Midway,2019,2h 12m,6.7,"Woody Harrelson, Patrick Wilson and Luke Evans star in this real-event-based WWII drama about the Battle of Midway, which was a clash between US and Japanese militaries.",Action,https://www.showmax.com/za/stream/movies/midway/df6491ae-0f27-399b-bc64-1e011da9b074
1188,Migration,2023,1h 19m,6.6,"A fun, exciting animation from the creators of Minions, Sing, and Despicable Me. Take flight into the thrill of the unknown with a family of ducks on a once-in-a-lifetime vacation. 2023",Adventure,https://www.showmax.com/za/stream/movies/migration/1849b892-f8f5-30a7-b239-63656da03909
1189,Mike & Mavis,13,55m,,"Mavis Kellerman, a widow who shut herself off from the world, receives an invitation to the opening of a new cinema specialising in classic films.",Romance,https://www.showmax.com/za/stream/movies/mike-and-mavis/83e901a4-09c7-3c68-bfd5-1e7d7b087f59
1190,Mile 22,2018,1h 30m,6.1,Mark Wahlberg faces the impossible in this riveting action movie. An elite agent leads a secret tactical team on a mission to extract a mysterious police officer out of Indonesia.,Action,https://www.showmax.com/za/stream/movies/mile-22/3bef4481-a073-3f6d-9194-c3493761b3d7
1191,Military Wives,2019,1h 47m,6.5,Kristin Scott Thomas and Sharon Horgan star in this dramedy based on true events about a group of women who form a choir to cope with their military husbands' absence.,Comedy,https://www.showmax.com/za/stream/movies/military-wives/84c9f14c-d9a6-32c2-b9e0-0511721eca8f
1192,Million To One,2023,1h 13m,7.3,"Love, self-discovery and family are at the core of this rom-com. A social media rising star returns home for a wedding, only to go from family liability to saviour.",Comedy,https://www.showmax.com/za/stream/movies/million-to-one/53bbdc6d-e6c7-3b29-8889-a4a638c1d0a7
1193,Minari,2020,1h 50m,7.4,"Youn Yuh-Jung won an Oscar for her role in this critically acclaimed drama. A Korean family moves to Arkansas to start a farm, but their new beginning comes with challenges.",Drama,https://www.showmax.com/za/stream/movies/minari/95217ade-4dbf-3436-ad3b-cae048208dda
1194,Mini G(H)Olf,2023,1h 22m,,"Both Dirk and Cara are forced to reconsider their life choices, dreams and the symbolic putters when Dirk, the Sunny Putt-Putt clerk, and the beautiful, driven lawyer, Cara, cross paths.",Comedy,https://www.showmax.com/za/stream/movies/mini-gholf/32ecc43a-df17-3679-a437-84999be0df8a
1195,Minions,2015,1h 27m,6.4,"The worlds' favourite yellow minions return and this time they get their own origin movie. Stuart, Kevin and Bob embark on an adventure to find a new villainous master. 2015",Adventure,https://www.showmax.com/za/stream/movies/minions/0fe7e812-7a33-3afe-a017-19b8ecb144cd
1196,Miracle,2022,1h 30m,7.5,"A young man get his father's wife pregnant, and they both keep it a secret just to take all his inheritance.",Drama,https://www.showmax.com/za/stream/movies/miracle/ab7334c4-cc87-3e2b-a7df-ba3f8a901ad9
1197,Miracles From Heaven,2016,1h 44m,7.1,Jennifer Garner takes a journey of faith in this film based on a true story. A family is tested when a girl is diagnosed with a rare disorder. 2016,Drama,https://www.showmax.com/za/stream/movies/miracles-from-heaven/b20a6bb5-c970-3b38-9c50-104e7725147e
1198,Miraculous Ladybug & Cat Noir: The Movie,2023,1h 41m,6.1,An animation based on the Miraculous franchise. Two teens transformed into superheroes join forces to protect their city from a villain. 2023,Adventure,https://www.showmax.com/za/stream/movies/miraculous-ladybug-and-cat-noir-the-movie/55642379-47eb-35a4-885f-bca34f8d2667
1199,Misbehaviour,2020,1h 41m,6.4,Keira Knightley and Gugu Mbatha-Raw drive this historical drama. A group of women stages a protest at the Miss World competition to stand up against injustice.,Drama,https://www.showmax.com/za/stream/movies/misbehaviour/2f945018-238c-31eb-8ce1-8e00facfbd52
1200,Misery,2023,1h 54m,7.8,"A lady wanted to be a millionaire, so she is shown her the way. To avert the consequences, she blames her friends for this, but she will never go unpunished.",Drama,https://www.showmax.com/za/stream/movies/misery/6060cffd-8159-3294-a0be-18fb47920c53
1201,Missing,13,1h 27m,7.1,"After his wife goes missing, a distraught husband is forced to hire a private investigator to find out the truth and prove that he is not a suspect.",Thriller,https://www.showmax.com/za/stream/movies/missing/4afbea46-055f-3087-bc3d-b39319fd31c7
1202,Mission: Impossible,1996,1h 45m,7.2,"Tom Cruise is explosive in this epic spy reboot. When his team is killed on a mission, an agent becomes the main suspect. He sets out to find out the truth and clear his name.",Action,https://www.showmax.com/za/stream/movies/mission-impossible/9a2308d7-fa91-38bd-96d2-c24630773995
1203,Mission: Impossible - Dead Reckoning,2023,2h 36m,,Tom Cruise is back for a thrilling seventh instalment. Ethan Hunt and the IMF team embark on a deadly global race to locate a terrifying new weapon before it falls into the wrong hands.,Action,https://www.showmax.com/za/stream/movies/mission-impossible-dead-reckoning/012aa9a7-946d-3a6a-876f-e29a8976e552
1204,Mission: Impossible - Ghost Protocol,2011,2h 7m,7.4,"Tom Cruise returns for another spy adventure. When the IMF is accused and disbanded for the bombing of the Kremlin, Ethan Hunt and his team must chase down the real terrorist.",Action,https://www.showmax.com/za/stream/movies/mission-impossible-ghost-protocol/e8979cdb-88f9-3123-b31b-bdd5724ddba6
1205,Mission: Impossible - Rogue Nation,2015,2h 6m,7.4,"Superstar Tom Cruise returns as Ethan Hunt for this fifth instalment. Hunt and his team take on the dangerous mission, as they track down a syndicate trying to destroy the IMF.",Action,https://www.showmax.com/za/stream/movies/mission-impossible-rogue-nation/9b41834e-6ae9-3566-bcd2-50d9980c1a2f
1206,Mission: Impossible II,2000,1h 58m,6.1,Tom Cruise returns for another adventure. He is sent on a mission to destroy a genetically created disease and recover the cure. He learns he isn't the only one after the supply.,Action,https://www.showmax.com/za/stream/movies/mission-impossible-ii/19baf81a-854d-3356-b593-f4c1938507a0
1207,Mission: Impossible III,2006,2h 0m,6.9,Tom Cruise returns for another danger-filled mission. A retired IMF agent is pulled back in the field when an arms dealer threatens his fiancée's life.,Action,https://www.showmax.com/za/stream/movies/mission-impossible-iii/f0acb64a-9f1a-3ab0-9761-d61c8b3a6f9e
1208,Mke Mwenza,2022,1h 55m,,A husband's life is turned into chaos by his two wives after he ends up living in the same house with both of them after selling off the first wife's house to pay off a loan.,Drama,https://www.showmax.com/za/stream/movies/mke-mwenza/3d1a1682-6d92-3dac-8a0c-2b6b97a20b2a
1209,Mkhize To Masemola,2023,1h 40m,7.0,Two sons find themselves at the forefront of a battle for the throne when the chief's first wife does the unthinkable to prove her son is the rightful heir to the Bapedi kingdom.,Drama,https://www.showmax.com/za/stream/movies/mkhize-to-masemola/80165490-c0dd-31ec-915f-5325f6d8f0fa
1210,Mkhonto,2022,1h 29m,,"When a herd boy becomes possessed by the spirit of a great Zulu chief and warrior, a battle for the throne ensues to right all the wrongs of the past in the sacred kingdom.",Drama,https://www.showmax.com/za/stream/movies/mkhonto/3aa23eb2-eb4c-35f5-9848-274f5bf60eb4
1211,Moeksie & Patrysie,2022,48m,,"When mother and daughter team, Moeksie and Patrysie, tell a joke, they put on quite a show. But Patrysie longs for more than telling silly jokes around the fire.",Drama,https://www.showmax.com/za/stream/movies/moeksie-and-patrysie/5c722f80-60ec-3ed1-b411-0b7abca83f43
1212,Mojave Diamonds,2023,1h 38m,2.9,A former MMA fighter and his brothers must rescue their kidnapped family from a dangerous crime syndicate after 50 million dollars of illegal diamonds get stolen.,Action,https://www.showmax.com/za/stream/movies/mojave-diamonds/0b274a13-644c-32f0-97c7-32a55aa7006d
1213,Molly En Wors: Die Movie,13,1h 49m,,Wors werk by die F1 Fitment-sentrum in Johannesburg en wen ‘n oorsese vakansie toe hy as Verkoopsman van die Jaar aangewys word. Daar wag allerlei sports op hom en die res van die gesin.,Comedy,https://www.showmax.com/za/stream/movies/molly-en-wors-die-movie/fdd3be1a-3822-3255-9692-db1408a92893
1214,Mom's Mum,2023,1h 31m,,"Grandma Equity will do everything to help a woman fight for her rights, but she gets it all wrong when she forgot to fight for Fidel, an abused man.",Drama,https://www.showmax.com/za/stream/movies/moms-mum/a7c1cf4f-b669-3c0f-9a3a-6de44e9e51e5
1215,Monalisa,2023,1h 59m,,"Monalisa witnesses her best friend's poisoning by a notorious school gang. Despite threats, she bravely confronts each member, seeking justice for her friend.",Drama,https://www.showmax.com/za/stream/movies/monalisa/8109e9bc-716d-3c07-8984-401621371bd4
1216,Money Lender,2023,2h 56m,,Uchenna use his wife Clara for collateral after lending money from Uncle Lala with the hopes that his uncle will not take it seriously.,Drama,https://www.showmax.com/za/stream/movies/money-lender/71037a00-fc0e-3dd0-b15c-880ea475d2f8
1217,Money Monster,2016,1h 34m,6.5,Emotions run high in this compelling thriller that sees George Clooney and Julia Roberts run a gauntlet of fear. A financial TV host and a producer are flung into a grave situation when a hostile investor takes over their studio. 2016,Crime,https://www.showmax.com/za/stream/movies/money-monster/33a5e7e2-4f4e-3e07-bd0f-0d32a8935737
1218,Money Must Be Buried,2022,1h 58m,,"Osinachi is killed because her boyfriend trusted his uncle, now the dead has spoken for revenge and everyone involved must pay.",Drama,https://www.showmax.com/za/stream/movies/money-must-be-buried/925c93a5-65c4-3bd7-8d3e-d7f990fd7eb7
1219,Moneyball,2011,2h 7m,7.6,The true story of the general manager of a baseball team. Billy Beane employed never before used tactics to put together a winning team on a tight budget.,Drama,https://www.showmax.com/za/stream/movies/moneyball/03953838-3e3a-38ad-b64e-80561f10c1f7
1220,Monica's Error,2022,1h 43m,,A married man whose marriage was without child for years made a wrong turn by honoring the invitation of his ex-girlfriend.,Drama,https://www.showmax.com/za/stream/movies/monicas-error/4985ebf3-cdc8-3100-b9fc-15c4363a5e8c
1221,Monkey King Reborn,2021,1h 35m,6.0,An action-packed animation. Monkey King must rectify his mistakes and rescue his master from the King of Demons.,Action,https://www.showmax.com/za/stream/movies/monkey-king-reborn/fd231153-f15f-31d6-aad6-9a395568d0b5
1222,Monkey Man,2024,1h 56m,6.8,"This heart-pounding and brutally sweet revenge thriller follows the journey of Kid, who's played by Dev Patel. He's on a quest for justice against those who took everything from him.",Action,https://www.showmax.com/za/stream/movies/monkey-man/2090f955-16c2-3655-8bb0-1a0bab93ce08
1223,Monolith,2022,1h 34m,5.8,"A gripping conspiracy thriller. When a disgraced journalist turns to podcasting to salvage her career, she uncovers a strange conspiracy theory.",Sci-Fi,https://www.showmax.com/za/stream/movies/monolith/39ec479b-c0af-36df-8a4c-5d685c713ba6
1224,Monster Family 2,2021,1h 43m,4.9,The crew of monsters return for another supernatural animation-the Wishbone family band together to free Baba Yaga and Renfield from Monster Hunter Mila Starr's clutches. 2021,Adventure,https://www.showmax.com/za/stream/movies/monster-family-2/0f19b745-f042-3d6f-92b5-fc1dce7f2290
1225,Monster Within,2022,2h 19m,,"She was only thirteen when she was molested, now every man will pay the dues of the hurt that was done to her.",Drama,https://www.showmax.com/za/stream/movies/monster-within/95415641-eeb2-313a-8e6c-98e5ea602b6a
1226,Mooirivier,13,1h 44m,6.2,A South African romcom that follows the story of eight couples and their journey to discover what love is and what it really takes to stay in love.,Romance,https://www.showmax.com/za/stream/movies/mooirivier/75ca138c-d625-3118-949e-b2676a1cf47c
1227,Moonbound,2021,1h 24m,,A whimsical adventure-filled animation. A young boy embarks on an intergalactic mission to save his little sister from the clutches of a vengeful man on the moon.,Fantasy,https://www.showmax.com/za/stream/movies/moonbound/7cf2cd8d-fe37-3cc2-bde9-7d93cfabd8f3
1228,Moonfall,2022,2h 10m,5.1,Halle Berry and Patrick Wilson go on a mission to save Earth. A NASA executive teams up with a former astronaut and a conspiracy theorist to stop the moon from crashing into the planet.,Sci-Fi,https://www.showmax.com/za/stream/movies/moonfall/29c7225e-50e4-3271-9edd-7ad555d0eb7e
1229,Moordenaars Karoo,2022,47m,8.0,"A story about a small tranquil town caught in the grip of a drought. Under the service, disaster is boiling and bubbling like a raging stream of water just waiting to be discovered.",Drama,https://www.showmax.com/za/stream/movies/moordenaars-karoo/a55b5705-d0f4-3fc6-b8ab-74ca8be96593
1230,More Than A Bond,2023,1h 30m,,The love between siblings is tried when a younger sister jokes about her hatred for her brother's wife who later lost her life during childbirth.,Drama,https://www.showmax.com/za/stream/movies/more-than-a-bond/1c465989-67eb-31ff-a9d8-6b0b68e05080
1231,Mortal Kombat Legends: Cage Match,2023,1h 16m,5.9,"A funny, action-packed entry of this video game franchise adaptation. Action star Johnny Cage is thrust into a world filled with shadows, danger and deceit when his costar goes missing. 2023",Action,https://www.showmax.com/za/stream/movies/mortal-kombat-legends-cage-match/8ef5d9e8-6902-395c-9950-882efd5bc80c
1232,Mother!,2017,1h 56m,6.6,Visual master Darren Aronofsky directs a mesmerising Jennifer Lawrence in this provocative drama. A couple's relationship is tested when their tranquil lives are disrupted.,Drama,https://www.showmax.com/za/stream/movies/mother/810d5375-c8e5-3731-9bbe-1cf675d8ecdf
1233,Mother's Dirty Secret,2022,2h 59m,4.9,"A lady plots the death of her husband with the help of his brother, little did she know that she was being played all along.",Drama,https://www.showmax.com/za/stream/movies/mothers-dirty-secret/19588cc8-c7ca-3f11-9a2b-666e1b79001f
1234,Mother's Sacrifice,2023,2h 58m,,"Alex's mom takes a big decision when she sees her children suffering so much, she makes a decision that will change their lives forever.",Drama,https://www.showmax.com/za/stream/movies/mothers-sacrifice/df1e0f8a-90a7-3668-bb17-c6f3f059e9a5
1235,MOTHERING SUNDAY,2021,1h 44m,6.0,"This moving book-inspired drama stars Colin Firth and Olivia Colman. On Mother's Day in 1924, a young maid meets her secret lover before he leaves to marry another woman.",Drama,https://www.showmax.com/za/stream/movies/mothering-sunday/c0b5f9d6-8cfa-354c-bcde-98b88c29c13a
1236,Mothers Of The Night,2022,2h 55m,,"Three women married women takes an oath of unity. This makes them join a cult to make their sons rich, but does the devil ever gives anything for free?",Drama,https://www.showmax.com/za/stream/movies/mothers-of-the-night/4c360cf0-2d53-3e08-939b-9ba66a3948f8
1237,Mr. And Mrs. Cat And Rat,2022,1h 22m,,"Kunle and Jumoke would fight over everything, their daughter Pelumi is at their mercy as they are about to make a decision that will ruin everything.",Drama,https://www.showmax.com/za/stream/movies/mr.-and-mrs.-cat-and-rat/be0c4d8f-daf6-3c47-bc83-267a11cb726f
1238,Mr. And Mrs. Robert,2022,1h 18m,,Hilda Baci star in this dramatic movie of a couple navigating married life and its growing pains make an unsuspecting move that leads to traumatic events. Will they survive it?,Drama,https://www.showmax.com/za/stream/movies/mr.-and-mrs.-robert/2d37f958-6b97-32e9-8d85-f3580e4eb20e
1239,Mr. Bean's Holiday,2007,1h 25m,6.4,The BAFTA winning Rowan Atkinson reprises his role as the legendary Mr Bean. This time around chaos follows him on holiday to France. 2007,Comedy,https://www.showmax.com/za/stream/movies/mr.-beans-holiday/c5113521-a242-3229-b078-6fdb4ee68809
1240,Mr. Bones 3: Son Of Bones,2020,1h 17m,5.0,Leon Schuster returns as the legendary Mr Bones for this third instalment. Bones and Mathambo fight a group of opportunistic westerners who want to drill for oil in Kuvukiland.,Comedy,https://www.showmax.com/za/stream/movies/mr.-bones-3-son-of-bones/56b01b7a-c4e1-368f-9fc3-e5c55a5169d7
1241,Mr. Johnson,2020,1h 35m,6.7,"Paul Slabolepszy and Jana Cilliers drive this South African film. When a 76-year-old man awakens from a 50-year coma, he struggles to accept that he has lost most of his life.",Drama,https://www.showmax.com/za/stream/movies/mr.-johnson/4798b9ad-b939-3953-8d9c-d0511e801cd0
1242,Mr. Monk's Last Case: A Monk Movie,2023,1h 33m,6.7,Tony Shalhoub returns as Adrian Monk in this enjoyable movie sequel to the beloved show. Monk steps out of retirement as his stepdaughter's wedding turns tragic. 2023,Crime,https://www.showmax.com/za/stream/movies/mr.-monks-last-case-a-monk-movie/6216633a-937c-3492-aba7-a2246177ffc4
1243,Mr. Perfect,2021,2h 27m,6.6,"Marriage does not make any man responsible, being responsible is by choice.",Drama,https://www.showmax.com/za/stream/movies/mr.-perfect/20db6430-532f-3c54-9cfc-11559fadc4ae
1244,Mrs. K,2017,1h 31m,5.5,"Mrs K is a housewife living with her family. When a stranger uses her dark history to blackmail her, Mrs K is forced to face an old enemy to save her family.",Action,https://www.showmax.com/za/stream/movies/mrs.-k/fc0199ac-2db6-3661-ad9e-1952f0b166d7
1245,Mrs. Right Guy,2016,1h 28m,6.9,"A young woman rejects men long before they can get too close to her. But to find the right guy, she must learn that nice guys can be just right too.",Romance,https://www.showmax.com/za/stream/movies/mrs.-right-guy/4989b192-e13e-3cff-8a5d-f36c8ccdb06f
1246,Mtase Khaya,2024,1h 24m,,"A hot-shot prosecutor is on the verge of solving the biggest case of her career when she finds herself on the opposite side of the law. With her back firmly against the wall, she must turn to her estranged criminal sister for help.",Drama,https://www.showmax.com/za/stream/movies/mtase-khaya/909fbb41-af78-3f17-910a-311bec1089e8
1247,Mud,2023,1h 27m,7.4,"After his mother's death, a grieving boy spirals into rebellion under his father's overprotection. A compassionate nurse brings hope and love, steering him towards redemption.",Drama,https://www.showmax.com/za/stream/movies/mud/09aaec96-a1bf-3017-8de0-c95ca2d1fe91
1248,Mukisa,2022,1h 18m,,"After her elderly husband's death, a young woman begins her own self discovery journey and embarks on her dream of becoming a beautician in a small village. 2022",Drama,https://www.showmax.com/za/stream/movies/mukisa/46b9d3ef-9f63-3d87-b95a-38a855bc85e3
1249,Mulan Princess Warrior,2021,1h 38m,2.6,"An epic animation of the legendary warrior Mulan, who disguised herself as a man to take her father's place. On a mission, she discovers a conspiracy against her country.",Adventure,https://www.showmax.com/za/stream/movies/mulan-princess-warrior/3ea158dc-c9d0-3352-8bf9-f8fa73a699c7
1250,Mummy Must Obey,2023,2h 4m,,Oji-Ugo suffer a great deal from her son Aluka because of her wayward lifestyle. Would she allow it to continue?,Drama,https://www.showmax.com/za/stream/movies/mummy-must-obey/81cda7dc-9680-3202-ac2a-c511d556add2
1251,Murder Camp,2022,1h 32m,7.9,"When one of the wives dies mysteriously during a couples retreat, the surviving couple and friends have to stay until the detectives unravel the case. Secrets start to unravel.",Drama,https://www.showmax.com/za/stream/movies/murder-camp/9368e224-efc6-3b9f-ab6c-cfe0380268ea
1252,Murife,2023,2h 56m,,"Nonso used his brother's glory to make wealth, now he wants to kill him because the Gods have chosen him to be king.",Drama,https://www.showmax.com/za/stream/movies/murife/0b758f79-c956-3310-8b42-4f8cd419f141
1253,Muru,2022,1h 44m,6.5,Inspired by actual events. A local police sergeant must choose between his badge and his people when the government launches an armed raid through his community on a school day.,Action,https://www.showmax.com/za/stream/movies/muru/bcb9098d-ccd0-33ab-a41a-e8094dbe0018
1254,Musangwe,2024,1h 27m,,An arrogant aspiring boxer goes on a journey of self-discovery when he's introduced to an indigenous bare-knuckle combat sport while visiting his ailing grandmother in Venda.,Drama,https://www.showmax.com/za/stream/movies/musangwe/709c6f26-9130-3ea5-9802-b1a7bb2a436e
1255,Muse,2023,1h 48m,5.4,The vague image in his dream and his determination to follow his passion leads Nathan to discovering not just his strength but a truth hidden from him for years.,Drama,https://www.showmax.com/za/stream/movies/muse/100236c8-eb04-31c2-92f7-42d98f525896
1256,Muzzle,2023,1h 39m,5.5,"In this action movie, Aaron Eckhart takes on the criminal underworld. While investigating his partner's murder, an LAPD K-9 officer uncovers a vast conspiracy.",Action,https://www.showmax.com/za/stream/movies/muzzle/df641076-3330-3d88-8d0e-af5c90ba16b5
1257,Mwanga,13,1h 28m,,A young boy eager to join a music group is forced to start his own group after his classmates reject him for being different.,Drama,https://www.showmax.com/za/stream/movies/mwanga/a54d8487-fc20-3b42-b4e7-ad3770669643
1258,My Beskermer,13,19m,,"Long ago, we were left behind. When the greedy polluted the world, they escaped to their outposts in the stars. But they didn't leave us, the poor, behind alone.",Sci-Fi,https://www.showmax.com/za/stream/movies/my-beskermer/ec1be5cc-06d7-346c-b305-dea70508323b
1259,My Best Friend's Wedding,1997,1h 40m,6.4,"Julia Roberts and Cameron Diaz star in this sweet romcom. A woman must confront her feelings for her best friend's fiancé, just days before the wedding. 1997",Comedy,https://www.showmax.com/za/stream/movies/my-best-friends-wedding/cd3013d6-6a2d-3fcb-8252-9c12d1c642e9
1260,My Big Fat Greek Wedding 2,2002,1h 29m,6.0,"In this sequel to the 2002 hit 'My Big Fat Greek Wedding', the revelation of a family secret and an even bigger, fatter wedding brings the Portokalos family together again.",Comedy,https://www.showmax.com/za/stream/movies/my-big-fat-greek-wedding-2/d22bbda4-1db5-3109-9763-7a1f70c1c9f6
1261,My Big Fat Greek Wedding 3,2023,1h 28m,5.2,The boisterous Portokalos family returns for another fun adventure with this heartwarming and hilarious third instalment. They head to their native Greece for a family reunion. 2023,Comedy,https://www.showmax.com/za/stream/movies/my-big-fat-greek-wedding-3/7185bb40-91ff-3903-83ad-8ccb59565f1c
1262,My Blind Wife,16,2h 57m,,"A blind lady regains her eyesight, now she has the opportunity to see all the disaster her fiancée is doing.",Drama,https://www.showmax.com/za/stream/movies/my-blind-wife/ad4d9198-10da-39ae-82b9-64dcb8cce9dc
1263,My College Girls,2023,2h 0m,5.4,"Teacher Tony, a dedicated and disciplined educator, would do anything to help his students excel through. However, everything changes when one of his students became pregnant.",Drama,https://www.showmax.com/za/stream/movies/my-college-girls/b9de1f01-5656-3eea-9db9-ee62819084c1
1264,My Crazy Ex And Girlfriend,2023,1h 26m,,"While managing a lazy girlfriend, Wale encounters his ex unexpectedly, forcing him to confront a situation that could redefine his values or alter his life entirely.",Drama,https://www.showmax.com/za/stream/movies/my-crazy-ex-and-girlfriend/81e1b783-ebfd-3953-be1d-b75ea2218017
1265,My Daughter's Virginity,2023,2h 50m,,"Ebubedike faces imminent disaster as his only daughter is pregnant by his indebted best friend, whom he has yet to repay.",Drama,https://www.showmax.com/za/stream/movies/my-daughters-virginity/2b68d3c4-47a1-3c61-9e98-d1585ca81fc2
