#,Movie Name,Year of Release,Watch Time,Movie Rating,Description(synopsis),genre,showmax_url
1816,The Best Man,2023,1h 32m,6.7,"Dolph Lundgren and Luke Wilson star in this action film in which a wedding turns into a hostage situation. The best man, groom, and their drunken pal must save the day.",Action,https://www.showmax.com/za/stream/movies/the-best-man/d7425031-d329-30de-aa27-342fdd3a4f52
1817,The Best Man Holiday,2013,1h 58m,6.6,"Taye Diggs, Morris Chestnut and the crew return for the sequel to the hit film, The Best Man. But, if they are all want to get along, they must first settle old differences.",Comedy,https://www.showmax.com/za/stream/movies/the-best-man-holiday/b1637751-83ef-3df3-82d2-619cb366209c
1818,The Best Worst Love Story Ever Told,2022,2h 8m,,"After a love prayer gone wrong, two best friends desperate for love run against time to get their men back when an unexpected switch happen.",Romance,https://www.showmax.com/za/stream/movies/the-best-worst-love-story-ever-told/f9f269e5-231c-315c-a676-98a8420af230
1819,The Beta Test,2021,1h 33m,6.1,Jim Cummings drives this dark comedy thriller. An engaged Hollywood agent's life is upended when he accepts an anonymous invitation to a no-strings-attached sexual encounter.,Thriller,https://www.showmax.com/za/stream/movies/the-beta-test/c558ccf1-a384-3f45-b640-0fe987f9e446
1820,The Big Lebowski,1998,1h 52m,8.1,"This Coen Brothers-directed cult classic stars Jeff Bridges as an ordinary ""dude"" drawn into a web of deceit after a case of mistaken identity. It's dark humour at its best. 1998",Comedy,https://www.showmax.com/za/stream/movies/the-big-lebowski/c4a456ce-0a85-3410-a4cb-3d682c76036a
1821,The Big Six,2022,1h 31m,,A gang of human traffickers trooped into the country with the intention to send people abroad but ends up putting them to slavery.,Drama,https://www.showmax.com/za/stream/movies/big-six-the/c15f3484-6cb6-3899-b424-9c2fc3cb39bc
1822,The Big Ugly,2020,1h 46m,5.1,Vinnie Jones leads this crime thriller. A high-stakes money laundering deal between London mobsters and a West Virginia oilman turns sour after an incident.,Crime,https://www.showmax.com/za/stream/movies/the-big-ugly/37df1742-4b30-33ce-987f-5849ec36c3d9
1823,The Billionaire Ladies,2021,2h 49m,,"The devil gives in hundreds and takes back in thousands, the billionaire ladies sell their lives for wealth and pay dearly.",Drama,https://www.showmax.com/za/stream/movies/the-billionaire-ladies/c73637bf-1cb8-30ce-a291-e462e441b123
1824,The Black Heart,2022,2h 58m,,A lady sold her soul and sacrificed her father for money. Little does she know that her father's soul is not happy with her.,Drama,https://www.showmax.com/za/stream/movies/the-black-heart/b210c962-67dd-31e6-8f95-e7d9a4caf2a5
1825,The Black Widow,2023,2h 7m,6.0,"Meg pays five million for Vera's bride price, and her job when Vera becomes a widow is to continue to sleep with the dead body of the man that will be called her husband.",Drama,https://www.showmax.com/za/stream/movies/the-black-widow/9ab9cc42-6841-3e0d-8b06-352b813145de
1826,The Blackening,2023,1h 33m,6.0,Fans of Scream will enjoy this viciously funny slasher film. Seven friends must rely on their street smarts and horror movie knowledge when trapped in a cabin with a vindictive killer. 2023,Horror,https://www.showmax.com/za/stream/movies/the-blackening/dcbd9e60-4d22-31e7-947f-f1abe8c5fa4c
1827,The Blind Queen,2023,2h 59m,,"Chimtualam the blind girl gets help from Ikemba, that is how she falls in love with him and gives him her crowned birth right, but he would leave her for her sworn enemy.",Drama,https://www.showmax.com/za/stream/movies/the-blind-queen/9f10bb99-23ca-34fb-b983-211d59885d3f
1828,The Bond,2022,2h 59m,8.2,"A brother's scorn for his brother could cause unrepairable damage, but the bond that keeps them makes forgiveness inevitable.",Drama,https://www.showmax.com/za/stream/movies/the-bond/67e8db0b-0bc3-3ed1-9b7d-f9b73942ad96
1829,The Bone Collector,1999,1h 53m,6.7,Denzel Washington and Angelina Jolie face a great evil in this crime thriller. A paralyzed forensics expert and a young cop must work together to stop a brutal serial killer. 1999,Crime,https://www.showmax.com/za/stream/movies/the-bone-collector/bb0394e6-d8e7-3b29-a919-ed7553c61149
1830,The Boss,2016,1h 34m,5.4,"Melissa McCarthy gives a savage act in this riotous comedy. A titan of the industry goes to prison for insider trading. On her release, she tries to mend the bridges she burnt. 2016",Comedy,https://www.showmax.com/za/stream/movies/the-boss/9d8b337b-055e-3c3f-a392-6299e055ca9f
1831,The Boss,2022,2h 1m,5.4,A strict boss who forced out some assistance to resigned because of his attitude and try to stifle Sophia for getting the praise. His goal is to expose Sophia's academic deceit.,Drama,https://www.showmax.com/za/stream/movies/the-boss/9d8b337b-055e-3c3f-a392-6299e055ca9f
1832,The Bounty Hunter,2010,1h 46m,5.5,"In this action comedy, Jennifer Aniston and Gerard Butler give a new meaning to the term dysfunctional couple when a bounty hunter learns that his next target is his ex-wife. 2010",Comedy,https://www.showmax.com/za/stream/movies/the-bounty-hunter/c72225ff-5052-3a8b-8ffa-f0d9b2e5f92d
1833,The Bourne Identity,2002,1h 53m,7.8,"Matt Damon stars in this film that expertly blends smarts, emotion and gritty action. A man wakes up with amnesia, and learns he's a human weapon the CIA wants eliminated. 2002",Action,https://www.showmax.com/za/stream/movies/the-bourne-identity/d58f7f13-52ae-3d70-9b26-e4e68c1b8ec8
1834,The Bourne Legacy,2012,2h 9m,6.6,"Jeremy Renner joins this gripping franchise. When the names of all the black ops agents are threatened with exposure, the agency tries to get rid of everyone on the list. 2012",Action,https://www.showmax.com/za/stream/movies/the-bourne-legacy/f691f4eb-b1e0-3c77-b3e3-4fd82fee16d3
1835,The Bourne Supremacy,2004,1h 43m,7.7,"The second in this highly successful action franchise, sees Matt Damon reprise his role as a former CIA assassin. This time he's forced to resume his former life after being framed. 2004",Action,https://www.showmax.com/za/stream/movies/the-bourne-supremacy/8402a486-f259-3f8c-af68-07ef4843f58d
1836,The Bourne Ultimatum,2007,1h 50m,8.0,"In this three-time Oscar winner, the iconic Bourne trilogy reaches a riveting climax as Jason Bourne looks for the origins of his life as a trained killer.",Action,https://www.showmax.com/za/stream/movies/the-bourne-ultimatum/8f2c931f-f31d-337c-ad54-03ebd80af4b6
1837,The Boy,2015,1h 46m,6.0,An intimate portrait of a 9-year-old sociopath's growing fascination with death.,Horror,https://www.showmax.com/za/stream/movies/the-boy/883a271a-3ac0-3ad3-83f0-1f6ff7d7ba52
1838,The Boy Next Door,2015,1h 26m,4.7,"Jennifer Lopez stars in this gripping thriller. After being cheated on, a married woman begins an affair with her neighbour's son, but it takes a dark and dangerous turn.",Thriller,https://www.showmax.com/za/stream/movies/the-boy-next-door/16189bed-4fe0-3fad-b244-9b7a0bfd645e
1839,The Break Up,2006,1h 42m,5.8,"Former real-life couple Vince Vaughn and Jennifer Aniston play a once-happy twosome who go to war after breaking up, with things getting nastier by the day. 2006",Comedy,https://www.showmax.com/za/stream/movies/the-break-up/f882c993-7cac-3890-845c-07ff86c59701
1840,The Break Up,2022,1h 25m,5.8,"Eva is out to dare courtesy, demanding nothing but a pound of flesh from Owen, who has made her beautiful life miserable..",Drama,https://www.showmax.com/za/stream/movies/the-break-up/f882c993-7cac-3890-845c-07ff86c59701
1841,The Broken Heart,2022,2h 59m,,"Nonso did Ngozi wrong, gets her pregnant and dumps her for a city girl. Now, he is about to see pain like never before.",Drama,https://www.showmax.com/za/stream/movies/the-broken-heart/52d91519-89a5-3a45-8c90-f48f172a3445
1842,The Burial,2023,2h 59m,7.1,"After Chijioke's dad dies due to his arrogant life and selling up his fathers properties, he refuse to let the burial hold because his brothers are not involved.",Drama,https://www.showmax.com/za/stream/movies/the-burial/df071918-7b39-39e6-b5cb-f0e6923afea6
1843,The Butcher'S Soul,2024,1h 27m,,Stakes are high in this pulsating action-thriller about a butcher who is granted nine days by the Angel of Death to avenge his family - and bring her nine souls in exchange for his daughter's life.,Action,https://www.showmax.com/za/stream/movies/the-butchers-soul/a935dd36-c16e-3cbb-88b2-9e0cef6bb686
1844,The Caller,2023,1h 27m,6.1,"After her infidelity-expose segment triggers a hostage situation, a hard-headed egoistical radio host must talk down an angry soldier from killing his wife and children live on air. 2023",Drama,https://www.showmax.com/za/stream/movies/the-caller/973d3c34-fd8f-3402-a156-0197bf579758
1845,The Card Counter,16,1h 51m,6.2,"Oscar Isaac drives this thrilling action drama. An ex-military interrogator turned gambler has a chance at redemption, but he soon finds himself faced with the ghosts of his past.",Drama,https://www.showmax.com/za/stream/movies/the-card-counter/bc4054b1-7120-3da8-9e85-10499f3205eb
1846,The Cat,2023,2h 59m,,"In a cult, a lady holds a position of endless wealth and greatness, sustained if her son remained unmarried and live with her forever.",Drama,https://www.showmax.com/za/stream/movies/the-cat/e50b0f0b-fe84-3b90-8449-8e9858601495
1847,The Change-Up,2011,1h 47m,6.3,"Ryan Reynolds and Jason Bateman have a chance to be in each other's shoes in this crazy comedy. Two men, one a party animal and the other a family man, mysteriously switch bodies.",Comedy,https://www.showmax.com/za/stream/movies/the-change-up/742af737-3a4b-38a3-ac6e-95e3346499fe
1848,The Chronicles Of Riddick,2004,1h 54m,6.6,"Vin Diesel (Furious 7) reprises his role as Riddick for this pulsating sequel to the cult classic. He battles the Necromongers, an evil empire intent on ruling the universe.",Action,https://www.showmax.com/za/stream/movies/the-chronicles-of-riddick/3ca5e140-b61c-36a2-aa54-723ec52ea53b
1849,The City Wife,2023,2h 38m,,"A village tailor arrives in the city to celebrate Christmas with his educated and successful fiancee, but he is shamed and sent out as she plans for her celebrity wedding.",Drama,https://www.showmax.com/za/stream/movies/the-city-wife/ef560b37-cb41-3667-b23b-0869571eacf4
1850,The Clause,2019,1h 23m,,"She was in love with him, he wanted a Kidney from her, she agreed only on the condition that he signs a document to marry her once he  survives.",Drama,https://www.showmax.com/za/stream/movies/the-clause/695bb0b0-abc7-3ddd-9006-1b166f727b57
1851,The Cleansing Hour,16,1h 31m,6.0,"A terrifying horror. Max and Drew run an online show where they perform fake exorcisms, but their fortunes take a turn when a real demon takes over and terrorises their crew.",Horror,https://www.showmax.com/za/stream/movies/the-cleansing-hour/3109a52f-45bc-3f38-96dc-a80f7aa539f2
1852,The Color Purple,2023,2h 15m,6.8,"A bold take on a beloved classic. A woman faces hardships in her life, but finds extraordinary strength in the unbreakable bonds of sisterhood.",Drama,https://www.showmax.com/za/stream/movies/the-color-purple/ae9f7c21-cf5e-34df-b745-4ce2c88f5156
1853,The Commandant'S Shadow,2024,1h 38m,7.3,"A touching and powerful documentary that follows the son of Auschwitz commandant, Rudolf Höss, as he confronts his father's horrific legacy.",Documentary,https://www.showmax.com/za/stream/movies/the-commandants-shadow/8d071268-ff63-33fa-8d92-fbfc1790dbd7
1854,The Commoner,2023,2h 56m,,"King Nebolisa sets up his daughters with two young men just to know how they can handle real life situations, but things go south as the plans take a new turn.",Drama,https://www.showmax.com/za/stream/movies/the-commoner/20d3ba51-c351-38d4-b329-1877357cb947
1855,The Constant Gardener,2005,2h 3m,7.3,"After the death of his wife, widower Justin Quayle's quest for answers leads him to explosive secrets.",Thriller,https://www.showmax.com/za/stream/movies/the-constant-gardener/9c634a7b-225c-3d50-8787-5a3047030070
1856,The Counsellor,2024,1h 55m,,"Gbenro and Aisha find true love in a whirlwind romance. They must convince their families they're not rushing into disaster. They attend marriage counselling to prove their love, but soon learn love is only one of 10 steps to marriage.",Romance,https://www.showmax.com/za/stream/movies/the-counsellor/fa27d9b8-25af-35e1-a838-95d97b281dde
1857,The Crash,2023,1h 26m,4.2,"Scarlet's love life changed for good after a plane crash that takes her face, and she has to undergo a plastic surgery. This shocks her husband Nater as he questions her new identity.",Drama,https://www.showmax.com/za/stream/movies/the-crash/0edfb863-c5d6-310a-b1f3-bd4da761ba71
1858,The Croods,2013,1h 34m,7.1,A star-studded cast ensures this Academy Award-nominated classic will amuse adults and kids alike. A prehistoric family goes on the journey of a lifetime,Comedy,https://www.showmax.com/za/stream/movies/the-croods/b4c7691d-efdc-3bf9-80d7-55b5fc24eb66
1859,The Croods : A New Age,2020,1h 31m,6.9,"Nicolas Cage, Emma Stone, and Ryan Reynolds are among the talented voice cast that drives this sequel which sees the prehistoric family look for a better place to live, only to be met by the biggest challenge yet: another family. 2020",Adventure,https://www.showmax.com/za/stream/movies/the-croods--a-new-age/cf2173cc-35a2-3b53-a39a-21babad43105
1860,The Crow,1994,1h 37m,4.7,A comic book-inspired revenge thriller with a supernatural twist. A man is brought back to life by a crow a year after he and his fiancée are murdered to avenge their death.,Action,https://www.showmax.com/za/stream/movies/the-crow/54fd8a06-1c87-3a2d-b48c-eaf4af922db5
1861,The Crow : City Of Angels,1996,1h 22m,4.6,"Revenge is calling yet again. This time, the spirit of the Crow resurrects a man seeking to wreak bloody vengeance upon the gang who killed him and his son.",Action,https://www.showmax.com/za/stream/movies/the-crow--city-of-angels/23fec893-5868-38b6-8211-34d53093502d
1862,The Crow : Wicked Prayer,2005,1h 35m,3.0,The fourth instalment of the Crow franchise. A resurrected ex-convict seeks revenge against a satanic cult that murdered his girlfriend.,Action,https://www.showmax.com/za/stream/movies/the-crow--wicked-prayer/7f50b0ef-ecc9-3a91-acc1-301eb064a3a4
1863,The Crush,2022,1h 54m,5.8,"Donald, a rich local business man has a long time crush on Sandra but his love for tradition and respects got in the way of anything happening between them.",Drama,https://www.showmax.com/za/stream/movies/the-crush/4b4ec573-d3c2-3262-ac15-fc274f547bdc
1864,The Cry Man,2022,2h 6m,7.6,"He lost his wife and decides to stay unmarried, but the pressure of his mom leads him to bring in a devil into the house.",Drama,https://www.showmax.com/za/stream/movies/the-cry-man/b76cbe8b-b9bb-385b-a41b-8c8e380fbf6a
1865,The Cup,2022,2h 2m,5.6,"Mira forgets to return Kelvin's cup, and when he notices, an argument sparks over her response, nearly tearing their home apart.",Drama,https://www.showmax.com/za/stream/movies/the-cup/eb01ed11-7bd7-38c7-933c-391db964e145
1866,The Curse Of Rosalie,2022,1h 54m,,"A mystery-filled horror. A couple moves to a quaint Midwestern town. When their daughter seems to be threatened with eternal damnation, the family turns to a Native American seer",Horror,https://www.showmax.com/za/stream/movies/the-curse-of-rosalie/6605a986-89ed-3cbc-90f1-012f7884a2ed
1867,The Cwezi Dynasty,16,1h 41m,,Hungry for truth Professor recruits a group of researchers to investigate Myths surrounding the Legendary Cwezi Dynasty.,Horror,https://www.showmax.com/za/stream/movies/the-cwezi-dynasty/aa5da95d-df74-3af4-8a6d-77ea2c3b314e
1868,The Day Sports Stood Still,2021,1h 21m,5.9,"In this remarkable documentary, director Antoine Fuqua examines COVID-19's unexpected impact on sports and the subsequent social unrest and protests for racial justice.",Documentary,https://www.showmax.com/za/stream/movies/the-day-sports-stood-still/54ac8413-1d0b-341f-85ca-c7a4e2809728
1869,The Dead,2023,2h 46m,,"Richard buries Chinedu's father by mistake, now the dead will not rest until it sees its final resting place.",Drama,https://www.showmax.com/za/stream/movies/the-dead/d79624d6-3d40-3dee-9b3a-0021a4b062e3
1870,The Dead Man'S Name,2024,2h 12m,7.5,"In a village, the tradition dictates that once a woman loses her husband, she cannot marry another man. Yolan is bound by this custom, destined to remain unmarried until her death.",Drama,https://www.showmax.com/za/stream/movies/the-dead-mans-name/e19d3c5c-a8ef-362f-9af9-e7e227386b03
1871,The Dilemma,2011,1h 46m,5.3,Vince Vaughn is caught in a dilemma of epic proportions in this comedy about morals and friendship. A man discovers that his best friend's wife is having an affair.,Comedy,https://www.showmax.com/za/stream/movies/the-dilemma/d0257e6b-c6f0-3c8d-8694-3a2e86cb017a
1872,The Dive,2023,1h 31m,5.5,"A terrifying deep-water thriller. Two sisters go diving at a remote location. One of the sisters is struck by a rock, leaving her trapped 28 meters below, fighting for her life.",Drama,https://www.showmax.com/za/stream/movies/the-dive/3ac943da-bb97-397f-9c15-51275f9e420d
1873,The Dynasty,2023,2h 59m,,"Obi swears never to forgive his father when he lost his mom 15 years ago, now he must look away from the past and save his father from the clutching arms of Mariam.",Drama,https://www.showmax.com/za/stream/movies/the-dynasty/f3f82aa4-1b00-3245-b8ac-806f4cb66795
1874,The End Of Us,2021,1h 32m,4.9,"A witty, funny lockdown romcom. Two exes are forced to continue living together when a COVID-19 stay-at-home order is issued. 2021",Drama,https://www.showmax.com/za/stream/movies/the-end-of-us/7298f8e5-8dcb-374c-8859-5be05566e69e
1875,The End We Start From,2023,1h 41m,5.9,"Jodie Comer's performance propels this compelling story of a family's survival. As flood waters submerge London, a mother and child are forced to leave home in search of safety.",Drama,https://www.showmax.com/za/stream/movies/the-end-we-start-from/7eab8bf3-e13b-3fc3-b99b-85c820a71435
1876,The Engagement,2022,2h 42m,6.6,"When a man is confused about his heart, he makes mistakes that can not be redeemable.",Drama,https://www.showmax.com/za/stream/movies/the-engagement/a000584e-cd82-31ab-825b-9f06afbaea1c
1877,The Equalizer,2014,2h 6m,5.6,A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters. 2014,Action,https://www.showmax.com/za/stream/movies/the-equalizer/f63fe79c-a952-3fec-9894-a35cfd3845cf
1878,The Equalizer 2,2018,1h 56m,6.7,"Denzel Washington reprises his role as the hard vigilante Robert McCall. This time, he is pushed to his limit when he seeks justice and revenge for someone he loved and lost.",Action,https://www.showmax.com/za/stream/movies/the-equalizer-2/a3ca8445-323b-334a-b2ce-b0b90fa71de4
1879,The Equalizer 3,2023,1h 44m,6.8,Denzel Washington takes his uniquely brutal brand of justice to Italy in this third and final chapter. He fights to free the locals from the grasp of a mafia.,Crime,https://www.showmax.com/za/stream/movies/the-equalizer-3/f7b527b6-e76f-3210-b0be-796f07929c55
1880,The Escort,2024,1h 27m,6.0,"Nimi unknowingly assumes Cash is an escort due to the situation that occurred the first time they met. Nimi finally realize his misconception about Cash, but there might be an obstacle.",Drama,https://www.showmax.com/za/stream/movies/the-escort/9440427d-e2f8-387f-bde7-712f3004a0c0
1881,The Estate,16,1h 35m,5.3,"An all-star cast drives this crazy comedy about family greed. Two sisters try to win over their wealthy aunt in hopes of inheriting, but their family members also have the same idea.",Comedy,https://www.showmax.com/za/stream/movies/the-estate/3b6e1492-4f50-3c90-9988-e49ad2a2b436
1882,The Ex Obsession,2022,1h 36m,4.4,An accidental death leads to stolen identity when a woman coerces her husband to assume her dead ex's identity. Their desperate cover-up spirals into obsession. 2022,Thriller,https://www.showmax.com/za/stream/movies/the-ex-obsession/0359d287-c636-3d5a-bfe2-2a27f5bf760f
1883,The Exorcist : Believer,1973,1h 46m,4.8,A terrifying sequel to the 1973 film about a 12-year-old girl who is possessed by a mysterious demonic entity. Her mother is forced to seek the help of two priests to save her. 2023,Horror,https://www.showmax.com/za/stream/movies/the-exorcist--believer/b81d524d-3d78-352c-a362-2bfe0ee202b6
1884,The Fabelmans,2022,2h 30m,7.5,Renowned filmmaker Steven Spielberg helms this drama. A young man discovers a shattering family secret and explores how the power of movies helps us see the truth.,Drama,https://www.showmax.com/za/stream/movies/the-fabelmans/68e3d640-8b42-38f0-8dc1-0d38d49f765f
1885,The Fall Guy,2024,2h 1m,6.8,"A marvelously crazy mixture of action, comedy and romance. A stuntman must track down a missing movie star, solve a conspiracy and try to win back the love of his life. 2024",Action,https://www.showmax.com/za/stream/movies/the-fall-guy/5440db3d-aac8-3e84-be06-7120f39af1a3
1886,The Family Curse,2021,2h 57m,,"The deity of a land is sold and this is causes the death of all young men in every family before thirty years. Now, they must come together to break this curse and fight the one behind it.",Drama,https://www.showmax.com/za/stream/movies/the-family-curse/a669e532-57c5-353c-b8e2-235f355d5a25
1887,The Farewell Plan,2023,1h 40m,,Michelle Adeyemi suffers an ailment that leaves her with a few months to live. She begins plans to put her life in order and getting her unlucky-in-love daughter hooked.,Drama,https://www.showmax.com/za/stream/movies/the-farewell-plan/efd1cba0-0dc8-3393-97f3-23b487839129
1888,The Fast And The Furious,2001,1h 42m,6.8,Vin Diesel and the late Paul Walker star in this high octane street race film. A cop goes undercover to infiltrate a street racing crew and bust a hijacking ring. 2001,Action,https://www.showmax.com/za/stream/movies/fast-and-the-furious-the/6ffa1c7b-f654-38d6-9d50-94c904eccde4
1889,The Fast And The Furious: Tokyo Drift,2006,1h 39m,6.1,"Justin Lin adds a new flavour to this thrilling franchise. A troubled teen is sent to live with his dad in Tokyo, where he learns about drifting. 2006",Action,https://www.showmax.com/za/stream/movies/fast-and-the-furious-the-tokyo-drift/bc5b6b61-9e59-36e4-97f2-4a756d77fd2b
1890,The Fastest Woman On Earth,2022,1h 40m,7.6,"A gripping and tragic documentary about Jessi Combs, a professional racer and television personality who set out to break new records in racing.",Documentary,https://www.showmax.com/za/stream/movies/the-fastest-woman-on-earth/a1c76ccd-0383-3cd7-a61f-e005136268d7
1891,The Fate Of The Furious,2017,2h 10m,6.6,"Bonds are tested in this high-octane instalment of the Furious franchise. A mysterious woman seduces Dom into a world of terrorism, leading him to betray the family.",Action,https://www.showmax.com/za/stream/movies/the-fate-of-the-furious/bbe31791-0697-3a8f-b72a-062f699b85c4
1892,The Father,2020,1h 32m,8.2,"Sir Anthony Hopkins won a Best Actor Oscar for his role in this poignant drama. An old man refuses all assistance from his daughter begins to doubt his loved ones, his own mind. 2020",Drama,https://www.showmax.com/za/stream/movies/the-father/0fd914e6-0ae7-3f81-8eca-9e0bf82bc680
1893,The First Eleven,13,1h 29m,,"An ambitious young man, Arnold, teams up with a faded retired football star, Masembe, with the aim of winning the national tournament.",Sport,https://www.showmax.com/za/stream/movies/the-first-eleven/de217f0f-2c57-38ff-9d7f-6c346934c920
1894,The Fix,2024,1h 38m,4.6,"In a dystopian future, a troubled model takes an illicit new drug at a party and suffers a shocking transformation. With a dangerous gang and authorities hot on her heels, she discovers she may be the key to saving the human race.",Sci-Fi,https://www.showmax.com/za/stream/movies/the-fix/17b8745f-817d-3a40-89e5-678c3d3ca5ae
1895,The Flash,2023,2h 18m,7.5,"Ezra Miller breaks time and space in this superhero epic. Barry Allen uses his super speed to change the past, but his attempt to save his family has unforeseen circumstances. 2023",Action,https://www.showmax.com/za/stream/movies/the-flash/82f6cb4a-94f3-380d-8ab8-5df708e6cf42
1896,The Flesh,2021,2h 59m,5.6,"The atrocities of a king remain after his death, which leaves the kingdom in disaster and his corpse unburied until justice is served.",Drama,https://www.showmax.com/za/stream/movies/the-flesh/a0eeea8a-94fc-35ec-afb3-a0849ececa73
1897,The Flintstones,1994,1h 26m,5.0,"John Goodman, Rosie O'Donnell and a great cast bring this cartoon classic to life. Fred gets an executive position at his company, but he soon learns that money isn't everything. 1994",Comedy,https://www.showmax.com/za/stream/movies/the-flintstones/1c35f204-9df8-3749-a1be-06cc634d4d23
1898,The Flintstones In Viva Rock Vegas,2000,1h 27m,3.7,Fred Flintstone and the gang return in the sequel of the live-action version of a classic cartoon. This time the Flintstones and the Rubbles go to Rock Vegas. 2000,Comedy,https://www.showmax.com/za/stream/movies/the-flintstones-in-viva-rock-vegas/8fe4d969-10ca-303e-bab7-f3208b277819
1899,The Flood,2023,1h 31m,6.8,"A compelling survival thriller. When a horde of giant, hungry alligators infests a Louisiana police station during a massive hurricane, prisoners and guards must fight for their lives. 2023",Thriller,https://www.showmax.com/za/stream/movies/the-flood/16f056bf-6304-3eab-bf02-f99fdfc1ab52
1900,The Foreigner,2017,1h 48m,7.0,"Jackie Chan thrills in this action-packed crime drama. After his daughter is killed in a terrorist attack, a man embarks on a revenge mission to uncover the killers' identities. 2017",Action,https://www.showmax.com/za/stream/movies/the-foreigner/d6315bdd-960a-3bf7-bfdb-f7162d3d168f
1901,"The Gangster, The Cop, The Devil",2023,1h 28m,7.0,"Adapted from real events, the story is about a special police team fighting underground criminal organisations with wit and bravery, finally wiping out the enemy.",Action,https://www.showmax.com/za/stream/movies/the-gangster-the-cop-the-devil/0ec8d744-c2d3-37b4-8055-1831c19ffa15
1902,The Garbage Man,2022,2h 15m,,"Ima, a young and ambitious lawyer, torn between her studies in the UK and taking over her father's vast empire. She must find love and a Hero to safeguard her father's assets.",Drama,https://www.showmax.com/za/stream/movies/the-garbage-man/6f340fc6-3033-3605-85a8-2bbe60a78302
1903,The Garfield Movie,2024,1h 36m,5.7,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! An unexpected reunion with his long-lost father - scruffy street cat Vic, forces Garfield and Odie into a high-stakes heist.",Comedy,https://www.showmax.com/za/stream/movies/the-garfield-movie/3a1db25f-6520-3277-ba1a-988812612c7d
1904,The Goal,2023,55m,5.5,A talented young footballer from an underprivileged background puts her football scholarship at risk when she tries to fit in at her posh private school.  2023,Drama,https://www.showmax.com/za/stream/movies/the-goal/25e85223-c7ec-353b-8e28-debbc1722036
1905,The Good Neighbor,2021,1h 45m,5.9,Jonathan Rhys Meyers drives this intense thriller. A typical evening becomes a nightmare for two neighbours when they are involved in a hit-and-run.,Thriller,https://www.showmax.com/za/stream/movies/the-good-neighbor/0c9e3c98-f421-31e0-8a40-5a87c5db2c2e
1906,The Good Neighbour,2021,1h 24m,6.5,"A single dad and his daughter move from Abuja to Lagos, only to discover that their landlord and neighbor are unexpected figures from his past.",Drama,https://www.showmax.com/za/stream/movies/the-good-neighbour/fe56e17e-4f0d-332d-94a3-01875df991b9
1907,The Great Holiday Bake War,2022,1h 26m,5.5,"This movie is a recipe for love. Julian and Brianna, old rivals from baking school, meet again in a TV competition, having separate plans on how to win. 2022",Romance,https://www.showmax.com/za/stream/movies/great-holiday-bake-war-the/d253c014-0faf-3a00-8b00-2a0a4ee077b6
1908,The Great Wall,2016,1h 38m,5.9,Acclaimed filmmaker Yimou Zhang helms this historical fantasy starring Matt Damon. An elite force of warriors must save humanity from a horde of monstrous creatures.,Action,https://www.showmax.com/za/stream/movies/the-great-wall/868eedbe-b099-306f-87d6-d65ba46f7497
1909,The Greenhouse,2024,1h 22m,7.4,"Following her mother's murder, a desperate Kare must stand against a monopoly corporation that is determined to destroy her mother's forest.",Drama,https://www.showmax.com/za/stream/movies/the-greenhouse/0f5f1d12-7088-3dde-9204-1ecc99a610c9
1910,The Grinch,2018,1h 22m,6.4,Benedict Cumberbatch takes on the iconic role in this rendition of the classic tale. The super grumpy Grinch plots to ruin Christmas for the villagers of Whoville. 2018,Fantasy,https://www.showmax.com/za/stream/movies/the-grinch/d754f863-0f1c-3b3b-a47a-df64134c0c38
1911,The Groom Bride,2022,2h 59m,,"Two beautiful women falls in love with a successful young man, now he must make his decision on who to spend his lifetime with.",Drama,https://www.showmax.com/za/stream/movies/the-groom-bride/2598dfc0-afc7-3285-b73b-f080aac6d9ac
1912,The Gruffalo,2009,27m,7.5,A cunning mouse goes for a walk in the forest and outwits a succession of predators.,Adventure,https://www.showmax.com/za/stream/movies/the-gruffalo/0cd76e84-d5d0-3386-b42c-becc6f0866a0
1913,The Gruffalo'S Child,2011,26m,7.1,"A little Gruffalo ignores her father's warnings and tiptoes into the snow, searching for the Big Bad Mouse.",Fantasy,https://www.showmax.com/za/stream/movies/the-gruffalos-child/6ae425c4-8648-3c33-aa92-d97b73e83ee1
1914,The Guest Wife,13,1h 17m,6.4,"After a few years abroad, a young wife returns home with a different idea of marriage and wifely duties.",Romance,https://www.showmax.com/za/stream/movies/the-guest-wife/2d46e33c-ea8d-35c5-b149-95d1a165db99
1915,The Harvest,2022,2h 59m,6.1,"Aniegbu and Ngebe's mother were both witches, and have given their children as sacrifices to their coven, now it is time for the harvest.",Drama,https://www.showmax.com/za/stream/movies/the-harvest/c46e53b9-6b5d-3ff6-8529-ea936230ccb5
1916,The Heart Fragrance,2022,2h 18m,,"Lady who works in a dry-cleaning outfit, falls in love with the fragrance exuding out from a customer's dirty cloth and then makes frantic efforts to meet the customer.",Romance,https://www.showmax.com/za/stream/movies/the-heart-fragrance/83eee76b-6d74-3ff6-ba61-63e985991476
1917,The Heart That Loves,2023,1h 33m,,"In a quest to have his other brothers back against all odds, hatred and jealousy tend to stand on his way as it won't let peace reign.",Drama,https://www.showmax.com/za/stream/movies/the-heart-that-loves/153e6ecd-7363-3409-b117-2599132700e0
